PH,AMMONIA,TEMP,DO,do,TURBIDITY
5.1,0.033,29.69,7.3,Good,42.4
6.0,0.098,29.69,8.1,Good,44.9
5.6,0.061,29.63,8.4,Good,43.6
6.0,0.167,29.47,8.1,Good,32.9
5.0,0.056,29.47,7.7,Good,29.2
5.1,0.064,29.37,7.0,Good,41.3
5.0,0.097,29.29,7.6,Good,31.9
5.9,0.035,29.07,7.1,Good,29.3
6.0,0.106,29.04,7.8,Good,28.0
5.0,0.071,29.03,8.4,Good,24.8
5.4,0.035,28.98,8.0,Good,33.9
6.0,0.113,28.85,7.8,Good,28.4
5.5,0.073,28.74,8.2,Good,43.7
5.2,0.099,28.72,7.7,Good,35.6
5.0,0.118,28.59,8.3,Good,27.1
6.0,0.133,28.31,7.2,Good,19.3
5.2,0.149,28.14,7.3,Good,43.7
5.8,0.026,28.05,6.5,Good,42.5
5.3,0.166,28.0,7.4,Good,41.2
5.7,0.129,27.84,6.7,Good,40.6
5.7,0.032,27.82,7.9,Good,38.9
5.3,0.163,27.79,7.9,Good,44.1
5.7,0.087,26.92,8.0,Good,40.4
5.0,0.054,26.9,7.2,Good,28.9
5.4,0.019,26.71,7.4,Good,30.0
5.2,0.146,26.68,6.6,Good,40.6
5.2,0.13,26.66,8.3,Good,31.6
5.9,0.042,26.52,7.3,Good,27.9
5.3,0.063,26.37,7.3,Good,30.4
5.8,0.124,26.24,8.0,Good,41.3
5.4,0.081,26.01,7.5,Good,18.0
5.2,0.034,26.01,7.5,Good,33.0
5.7,0.084,27.06,8.5,Excellent,30.7
5.3,0.077,27.44,7.7,Good,28.6
5.2,0.066,27.61,8.3,Good,23.9
5.6,0.086,27.87,8.0,Good,21.8
5.6,0.103,28.4,7.2,Good,40.2
5.0,0.089,28.67,6.5,Good,17.6
5.4,0.096,29.17,8.1,Good,19.6
5.3,0.151,29.4,7.1,Good,17.9
5.1,0.061,29.43,6.6,Good,35.2
5.1,0.167,29.54,7.9,Good,30.2
5.1,0.13,29.64,8.3,Good,21.6
5.0,0.103,29.69,6.8,Good,36.1
5.7,0.168,29.74,6.7,Good,17.6
5.8,0.032,29.78,8.4,Good,43.2
5.8,0.094,29.81,8.0,Good,44.1
5.4,0.14,30.09,7.8,Good,33.8
5.7,0.114,30.18,8.4,Good,36.7
5.3,0.023,30.4,7.2,Good,43.8
5.8,0.115,30.44,8.5,Excellent,21.3
5.7,0.054,31.03,8.4,Good,41.0
5.6,0.046,31.17,8.3,Good,33.9
5.2,0.028,31.45,6.9,Good,19.0
5.9,0.127,31.55,6.8,Good,34.4
5.9,0.152,31.56,7.1,Good,33.6
5.7,0.146,31.86,6.9,Good,18.6
5.8,0.03,31.96,7.0,Good,42.8
5.9,0.132,30.89,7.4,Good,34.2
5.7,0.073,30.76,7.8,Good,32.2
5.7,0.127,30.75,6.8,Good,31.6
5.5,0.074,30.61,6.5,Good,34.3
5.7,0.116,30.38,7.6,Good,30.3
5.0,0.088,30.22,7.4,Good,38.0
5.7,0.146,30.09,8.5,Excellent,31.5
5.4,0.065,29.9,7.5,Good,32.9
5.0,0.167,29.88,8.4,Good,37.0
5.0,0.142,29.82,7.6,Good,18.8
5.8,0.063,29.63,7.8,Good,43.0
5.7,0.166,29.52,6.6,Good,42.8
5.9,0.035,29.5,7.7,Good,28.1
5.9,0.152,29.48,8.5,Excellent,43.3
6.0,0.076,29.39,8.1,Good,44.5
5.8,0.027,29.25,8.5,Excellent,42.6
5.5,0.146,29.24,7.1,Good,22.0
5.7,0.104,29.18,7.0,Good,30.0
5.1,0.104,29.18,7.7,Good,38.4
5.6,0.146,29.16,8.0,Good,36.6
5.3,0.161,29.14,6.8,Good,42.2
6.0,0.062,29.06,7.7,Good,24.9
6.0,0.129,29.05,8.4,Good,31.0
5.2,0.15,29.01,7.4,Good,22.1
5.1,0.136,29.01,7.5,Good,43.1
5.6,0.081,28.69,6.9,Good,30.2
5.3,0.109,28.62,7.3,Good,27.6
5.6,0.122,28.43,8.1,Good,44.8
6.0,0.036,28.36,7.3,Good,43.4
5.0,0.028,28.24,6.8,Good,29.9
6.0,0.106,28.04,7.5,Good,24.7
5.1,0.139,27.95,7.2,Good,23.4
5.8,0.159,27.9,8.3,Good,21.9
5.4,0.136,27.9,8.1,Good,21.9
5.0,0.166,27.84,7.0,Good,28.3
5.1,0.114,27.71,7.0,Good,28.0
5.7,0.13,27.68,7.8,Good,33.5
5.9,0.025,27.62,7.5,Good,31.7
5.7,0.045,27.6,8.5,Excellent,34.6
5.2,0.046,27.55,8.4,Good,37.6
5.8,0.156,27.23,8.3,Good,37.0
6.0,0.051,27.02,6.9,Good,39.8
5.6,0.134,26.9,7.9,Good,29.2
5.1,0.141,26.72,8.3,Good,34.5
5.7,0.039,26.7,7.9,Good,41.4
5.0,0.142,26.51,7.6,Good,35.7
6.0,0.158,27.04,7.8,Good,36.5
5.3,0.139,27.54,7.1,Good,26.6
6.0,0.022,27.6,6.5,Good,28.8
5.6,0.13,27.81,7.1,Good,27.9
5.8,0.03,27.83,8.0,Good,37.2
5.9,0.02,28.0,6.9,Good,38.2
5.4,0.129,28.05,8.5,Excellent,17.4
5.5,0.054,28.16,7.3,Good,36.6
5.4,0.076,28.29,7.7,Good,19.5
5.1,0.153,28.37,8.1,Good,26.9
6.0,0.08,28.53,6.7,Good,18.3
5.7,0.094,28.57,6.5,Good,40.3
5.0,0.056,28.58,8.5,Excellent,28.8
5.1,0.083,28.6,7.8,Good,23.3
5.5,0.065,28.75,8.0,Good,30.5
5.9,0.045,28.87,7.9,Good,41.1
5.8,0.1,29.05,8.5,Excellent,44.5
5.3,0.146,29.15,6.7,Good,44.5
5.8,0.097,29.19,7.0,Good,44.5
5.0,0.061,29.34,7.4,Good,35.5
5.3,0.021,29.8,7.6,Good,45.1
5.4,0.136,30.05,7.7,Good,37.7
6.0,0.135,30.38,6.8,Good,28.7
5.9,0.038,30.47,8.2,Good,33.6
5.3,0.038,30.55,6.8,Good,36.0
5.9,0.13,30.72,8.3,Good,34.2
5.7,0.035,30.84,7.5,Good,19.2
5.7,0.094,30.75,6.9,Good,34.4
5.8,0.155,30.6,7.6,Good,42.4
5.8,0.113,30.45,8.2,Good,44.7
5.0,0.065,30.37,8.1,Good,20.5
5.0,0.089,30.31,7.3,Good,24.6
5.4,0.104,30.21,6.8,Good,42.1
6.0,0.155,30.21,7.3,Good,38.1
5.4,0.165,29.95,8.4,Good,39.9
5.3,0.133,29.86,7.7,Good,37.9
5.2,0.043,29.84,8.1,Good,37.4
6.0,0.037,29.68,6.8,Good,21.5
5.9,0.025,29.57,8.4,Good,18.6
5.6,0.145,29.54,8.4,Good,41.5
5.7,0.07,29.5,8.2,Good,33.5
5.5,0.108,29.44,6.6,Good,44.1
5.3,0.17,29.35,6.5,Good,24.2
5.4,0.041,29.33,8.5,Excellent,29.4
5.0,0.059,29.15,6.9,Good,22.4
5.5,0.099,29.13,8.0,Good,26.1
5.4,0.064,29.12,7.4,Good,35.6
5.1,0.05,28.97,7.8,Good,32.8
5.7,0.134,28.82,8.3,Good,27.2
5.3,0.168,28.79,6.7,Good,18.4
5.7,0.081,28.78,7.9,Good,27.5
5.8,0.139,28.62,7.2,Good,31.2
5.1,0.044,28.45,6.5,Good,33.7
5.7,0.058,28.41,6.6,Good,35.4
6.0,0.058,28.16,7.3,Good,19.8
5.3,0.162,28.07,7.4,Good,21.0
5.6,0.104,28.06,6.9,Good,32.0
5.4,0.082,28.04,7.0,Good,36.0
6.0,0.115,28.03,8.5,Excellent,26.8
5.1,0.049,27.99,7.5,Good,29.4
5.5,0.113,27.86,8.1,Good,33.0
5.2,0.111,27.81,7.4,Good,42.3
6.0,0.149,27.65,7.1,Good,34.8
5.5,0.053,27.49,7.7,Good,17.9
5.0,0.092,27.46,8.4,Good,37.8
5.4,0.137,27.45,6.8,Good,21.6
5.8,0.068,27.34,8.5,Excellent,26.2
5.9,0.059,27.16,7.4,Good,33.7
5.5,0.064,27.08,7.4,Good,17.7
5.6,0.134,27.06,6.6,Good,35.1
5.5,0.141,27.0,8.0,Good,22.3
5.2,0.023,26.84,6.8,Good,43.7
5.7,0.106,27.06,6.9,Good,38.5
5.1,0.038,27.08,7.8,Good,17.7
6.0,0.08,27.22,6.7,Good,21.3
5.8,0.111,27.38,8.1,Good,29.8
5.6,0.069,27.45,7.1,Good,34.9
5.3,0.117,27.45,6.9,Good,36.5
5.8,0.129,27.45,7.3,Good,17.2
5.3,0.111,27.64,6.6,Good,42.7
5.4,0.021,27.7,8.0,Good,29.0
5.8,0.1,28.22,7.6,Good,33.7
5.4,0.042,28.25,7.7,Good,26.1
5.4,0.11,28.43,8.3,Good,20.3
5.3,0.081,28.43,7.0,Good,34.6
5.0,0.119,28.54,7.3,Good,29.0
5.5,0.061,28.64,8.1,Good,28.4
5.0,0.143,28.79,6.9,Good,17.5
5.2,0.145,28.92,8.3,Good,32.2
5.2,0.15,28.99,8.1,Good,22.0
5.2,0.17,29.09,7.3,Good,25.7
5.9,0.075,29.26,7.3,Good,25.5
5.4,0.157,29.79,6.6,Good,45.0
6.0,0.116,29.83,8.0,Good,34.9
5.9,0.163,29.91,6.8,Good,24.1
5.9,0.072,29.96,8.4,Good,27.1
5.4,0.058,30.61,8.0,Good,44.6
5.0,0.166,30.99,7.6,Good,21.0
5.8,0.139,31.1,6.6,Good,26.5
5.5,0.093,31.0,6.9,Good,24.8
5.1,0.085,30.89,8.1,Good,44.1
5.2,0.031,30.79,8.0,Good,37.4
5.5,0.064,30.75,8.4,Good,41.1
5.6,0.082,30.66,7.6,Good,18.7
5.2,0.126,30.6,7.2,Good,30.2
5.1,0.055,30.38,8.4,Good,26.1
5.3,0.142,30.33,7.2,Good,26.2
5.9,0.107,30.18,6.6,Good,25.0
5.1,0.157,30.01,8.5,Excellent,41.6
5.4,0.083,30.0,7.0,Good,44.0
5.9,0.065,29.88,6.7,Good,22.8
5.4,0.075,29.82,6.7,Good,34.9
5.2,0.13,29.79,8.0,Good,23.2
5.8,0.094,29.73,6.6,Good,41.9
5.8,0.153,29.62,7.3,Good,37.7
5.5,0.064,29.47,8.5,Excellent,27.7
5.1,0.146,29.46,7.1,Good,26.1
5.2,0.106,29.38,6.8,Good,40.3
5.0,0.089,29.19,7.1,Good,24.1
6.0,0.088,29.14,8.3,Good,39.3
5.9,0.054,28.96,7.1,Good,44.5
5.6,0.047,28.91,8.1,Good,23.1
5.6,0.11,28.85,8.4,Good,30.3
5.0,0.11,28.58,7.6,Good,43.3
5.5,0.091,28.4,7.0,Good,27.2
6.0,0.117,28.4,6.7,Good,28.1
5.6,0.027,28.3,7.6,Good,38.6
5.8,0.132,28.27,7.9,Good,24.5
5.8,0.109,28.67,7.1,Good,30.5
6.0,0.061,28.64,6.5,Good,32.0
5.6,0.142,28.57,6.7,Good,43.9
5.0,0.128,28.51,8.0,Good,30.5
6.0,0.138,28.32,7.5,Good,27.0
5.8,0.071,28.27,7.5,Good,20.5
5.6,0.087,28.14,8.3,Good,29.8
5.9,0.123,27.97,7.3,Good,39.8
6.0,0.038,27.93,8.2,Good,39.0
5.8,0.136,27.91,6.9,Good,32.9
6.0,0.128,27.78,7.0,Good,41.3
5.8,0.058,27.77,7.8,Good,37.9
5.0,0.146,27.72,6.8,Good,36.9
5.9,0.136,27.57,8.3,Good,31.0
5.4,0.046,27.16,7.2,Good,32.7
5.6,0.147,27.07,7.9,Good,28.6
5.2,0.169,27.25,8.2,Good,32.8
5.9,0.163,27.77,7.4,Good,42.5
5.7,0.048,27.98,8.0,Good,33.6
5.4,0.072,28.17,8.3,Good,35.9
5.7,0.095,28.19,8.2,Good,26.7
5.3,0.163,28.32,8.5,Excellent,42.0
5.1,0.157,28.47,8.3,Good,28.8
6.0,0.087,28.5,8.4,Good,22.4
5.3,0.043,28.52,8.2,Good,18.9
5.4,0.066,28.78,8.4,Good,31.9
5.3,0.106,28.97,7.8,Good,24.0
5.9,0.035,29.01,7.7,Good,31.8
6.0,0.057,29.4,6.6,Good,18.1
5.4,0.162,29.56,8.1,Good,39.8
5.4,0.032,29.68,7.4,Good,28.2
5.4,0.043,29.75,7.8,Good,18.9
5.9,0.091,29.79,7.0,Good,42.6
5.0,0.024,29.82,6.7,Good,17.7
5.4,0.142,29.82,7.8,Good,22.3
5.1,0.03,30.0,8.0,Good,40.6
5.7,0.158,30.1,6.8,Good,36.5
5.6,0.149,30.15,7.9,Good,26.8
5.4,0.036,30.19,7.7,Good,24.6
5.1,0.097,30.28,7.3,Good,27.1
5.8,0.035,30.37,7.3,Good,34.6
5.4,0.071,30.64,8.4,Good,18.3
5.7,0.152,30.92,7.2,Good,21.8
5.8,0.042,30.9,6.9,Good,45.0
5.5,0.135,30.7,7.2,Good,27.8
5.5,0.074,30.57,7.7,Good,29.5
5.8,0.118,30.57,7.3,Good,27.1
5.3,0.163,30.45,8.3,Good,31.8
6.0,0.065,30.4,8.0,Good,44.5
5.6,0.071,30.39,7.4,Good,36.0
5.3,0.049,30.33,7.3,Good,43.1
5.3,0.074,30.2,6.8,Good,18.7
5.5,0.069,30.19,7.8,Good,38.6
5.9,0.158,30.15,8.3,Good,34.0
5.1,0.059,30.1,7.7,Good,36.9
5.9,0.054,30.05,7.5,Good,39.4
6.0,0.16,29.91,8.3,Good,38.6
5.8,0.033,29.89,8.5,Excellent,42.4
5.1,0.059,29.83,6.7,Good,25.8
6.0,0.094,29.8,8.4,Good,22.9
6.0,0.155,29.75,7.7,Good,29.5
5.3,0.092,29.53,6.7,Good,30.8
5.5,0.076,29.53,7.4,Good,28.7
5.4,0.127,29.46,7.2,Good,35.4
6.0,0.103,29.43,7.3,Good,21.0
5.9,0.167,29.27,7.9,Good,39.4
5.3,0.168,29.25,8.0,Good,43.7
6.0,0.134,29.06,7.2,Good,20.5
5.2,0.071,29.03,7.7,Good,26.1
5.1,0.132,28.92,7.3,Good,19.0
5.4,0.028,28.89,6.5,Good,31.9
6.0,0.093,28.72,7.3,Good,35.2
5.6,0.121,29.03,7.4,Good,25.1
5.3,0.06,28.83,8.2,Good,28.7
5.4,0.12,28.75,8.5,Excellent,38.0
5.2,0.151,28.45,7.3,Good,24.2
5.6,0.143,28.39,7.5,Good,27.9
5.0,0.088,28.15,7.4,Good,36.1
6.0,0.073,28.11,7.8,Good,23.9
5.0,0.144,27.99,6.8,Good,22.2
5.4,0.104,27.97,8.4,Good,37.4
5.4,0.087,27.77,8.4,Good,42.1
5.4,0.169,27.37,7.4,Good,24.2
5.1,0.118,27.34,8.1,Good,18.1
5.5,0.1,27.33,6.8,Good,19.3
6.0,0.161,27.18,7.6,Good,44.6
5.6,0.167,27.04,7.9,Good,31.6
5.7,0.032,27.03,7.8,Good,28.3
5.9,0.106,27.04,8.1,Good,37.1
5.2,0.09,27.06,7.1,Good,29.3
5.9,0.087,27.09,8.0,Good,32.9
5.8,0.052,27.21,8.1,Good,40.8
5.2,0.102,27.25,6.6,Good,33.8
5.5,0.028,27.44,8.5,Excellent,34.1
5.3,0.027,27.59,7.0,Good,33.0
5.5,0.02,27.71,8.4,Good,28.9
5.0,0.157,27.99,6.5,Good,33.2
5.8,0.089,28.09,7.8,Good,21.0
5.1,0.055,28.57,7.6,Good,42.8
5.5,0.051,28.76,7.5,Good,24.7
5.4,0.157,29.03,8.0,Good,31.0
5.4,0.159,29.04,8.4,Good,35.0
5.2,0.04,29.07,8.1,Good,25.8
5.0,0.094,29.1,8.3,Good,22.2
5.0,0.095,29.34,7.9,Good,44.5
5.9,0.084,29.38,8.0,Good,42.7
5.8,0.032,29.39,8.2,Good,40.8
5.0,0.159,29.49,7.5,Good,29.0
5.1,0.064,29.67,7.6,Good,24.1
5.0,0.029,29.83,7.5,Good,19.5
6.0,0.024,29.9,6.8,Good,29.7
5.5,0.036,30.4,8.1,Good,32.7
5.4,0.142,30.76,8.5,Excellent,28.1
5.6,0.055,30.77,6.7,Good,24.4
5.7,0.042,30.96,8.4,Good,33.0
5.3,0.157,30.88,6.6,Good,38.1
6.0,0.124,30.83,7.2,Good,34.1
5.1,0.087,30.69,8.3,Good,39.8
6.0,0.137,30.61,7.0,Good,20.5
5.6,0.08,30.59,7.8,Good,21.6
6.0,0.096,30.56,8.2,Good,25.0
5.1,0.037,30.51,7.4,Good,27.6
5.6,0.097,30.5,7.2,Good,27.7
5.4,0.17,30.48,8.2,Good,19.0
6.0,0.055,30.47,7.1,Good,25.9
5.9,0.069,30.32,8.2,Good,39.8
6.0,0.05,30.29,7.1,Good,37.1
5.1,0.094,30.2,6.9,Good,32.5
5.1,0.035,30.19,8.1,Good,30.7
5.3,0.084,30.17,6.9,Good,18.6
5.6,0.08,30.01,8.0,Good,23.5
5.0,0.165,29.94,7.8,Good,25.6
5.1,0.063,29.77,7.1,Good,32.9
5.1,0.102,29.61,7.7,Good,33.1
5.3,0.077,29.59,6.8,Good,23.4
5.8,0.036,29.45,7.8,Good,32.9
5.5,0.158,29.44,7.7,Good,22.6
5.5,0.138,29.43,7.3,Good,18.3
5.3,0.095,29.35,8.3,Good,17.8
5.3,0.065,29.32,8.0,Good,39.0
6.0,0.112,29.22,7.2,Good,19.1
5.4,0.142,29.21,7.8,Good,29.9
5.2,0.126,29.17,7.8,Good,39.4
5.1,0.093,29.13,8.5,Excellent,37.5
5.3,0.145,28.58,7.7,Good,25.7
6.0,0.054,28.46,8.4,Good,25.5
5.8,0.089,28.38,7.6,Good,39.9
5.5,0.099,28.26,7.4,Good,29.4
5.3,0.146,28.03,8.1,Good,35.1
5.6,0.093,27.99,8.3,Good,43.0
5.1,0.029,27.98,7.5,Good,38.1
5.2,0.091,27.96,8.1,Good,33.7
5.8,0.059,27.84,7.1,Good,38.8
5.1,0.035,27.84,6.6,Good,42.2
5.4,0.02,27.33,7.3,Good,44.0
5.0,0.064,27.25,8.0,Good,41.2
6.0,0.135,27.21,6.8,Good,39.1
6.0,0.111,27.21,6.9,Good,26.2
6.0,0.075,27.09,8.5,Excellent,39.2
5.6,0.086,27.0,7.9,Good,41.7
5.4,0.121,27.07,7.2,Good,20.1
6.0,0.048,27.13,8.0,Good,32.3
5.3,0.126,27.13,8.4,Good,41.3
5.4,0.109,27.15,7.7,Good,30.0
6.0,0.16,27.27,6.9,Good,27.9
5.8,0.125,27.39,7.9,Good,24.5
5.6,0.165,27.94,8.4,Good,25.0
5.8,0.042,28.21,6.8,Good,34.6
5.0,0.139,28.26,7.1,Good,36.0
5.2,0.076,28.3,6.7,Good,17.3
5.7,0.019,28.31,8.2,Good,33.1
5.1,0.019,28.41,8.1,Good,27.0
5.9,0.134,28.62,6.8,Good,34.3
5.8,0.05,28.84,7.5,Good,31.7
5.8,0.023,29.12,7.4,Good,34.7
5.9,0.078,29.19,8.5,Excellent,17.9
5.8,0.17,29.53,7.8,Good,26.4
5.1,0.085,29.61,6.7,Good,44.9
5.1,0.14,29.68,7.8,Good,40.1
6.0,0.1,29.79,7.9,Good,19.9
5.7,0.127,29.92,7.9,Good,25.8
5.1,0.117,30.0,8.5,Excellent,18.8
5.9,0.085,30.56,7.2,Good,33.4
5.2,0.144,30.69,7.2,Good,18.3
5.7,0.051,30.82,6.9,Good,27.8
5.2,0.085,30.94,8.0,Good,32.3
5.8,0.086,30.96,7.6,Good,26.5
5.5,0.134,30.85,8.2,Good,43.6
5.1,0.167,30.82,6.5,Good,17.5
5.8,0.119,30.75,8.5,Excellent,45.0
5.0,0.104,30.72,7.4,Good,30.2
5.4,0.05,30.62,8.2,Good,27.7
5.5,0.155,30.61,7.6,Good,33.8
5.9,0.115,30.49,8.5,Excellent,31.2
5.2,0.041,30.48,7.5,Good,32.3
5.5,0.139,30.48,7.6,Good,44.6
6.0,0.164,30.46,8.2,Good,41.2
6.0,0.109,30.39,8.0,Good,38.5
5.8,0.143,30.35,7.1,Good,41.5
5.4,0.156,30.35,7.8,Good,29.6
5.8,0.124,30.29,8.4,Good,37.0
5.0,0.13,30.29,8.5,Excellent,44.3
6.0,0.038,30.2,8.3,Good,32.8
5.6,0.071,30.13,7.8,Good,27.7
5.1,0.139,29.93,7.5,Good,25.5
5.6,0.065,29.93,7.0,Good,34.2
5.6,0.083,29.7,6.9,Good,40.3
5.8,0.158,29.64,7.9,Good,24.5
5.5,0.125,29.63,7.3,Good,35.0
5.8,0.109,29.61,7.5,Good,29.5
5.9,0.149,29.47,6.9,Good,30.5
6.0,0.102,29.27,7.5,Good,32.5
5.2,0.16,29.1,6.7,Good,19.6
5.7,0.127,28.9,8.1,Good,17.7
5.1,0.067,28.78,6.7,Good,24.3
5.2,0.113,28.64,7.3,Good,23.2
6.0,0.151,28.41,8.4,Good,40.7
5.1,0.167,28.29,6.5,Good,30.0
5.9,0.166,28.25,7.7,Good,33.5
5.2,0.139,28.22,8.0,Good,29.5
6.0,0.033,28.17,6.6,Good,41.7
5.2,0.076,28.16,7.6,Good,35.8
5.0,0.138,28.13,7.5,Good,38.8
5.3,0.07,28.06,8.2,Good,24.9
5.8,0.119,27.97,7.4,Good,37.4
5.0,0.148,27.93,7.7,Good,17.3
5.6,0.021,27.78,6.6,Good,27.0
5.4,0.039,27.57,7.6,Good,21.1
5.1,0.17,27.36,6.7,Good,34.3
5.2,0.107,27.36,8.3,Good,36.7
5.3,0.158,27.33,7.6,Good,28.2
5.9,0.025,27.26,8.3,Good,17.6
5.2,0.127,27.06,7.7,Good,39.7
5.3,0.121,27.7,6.7,Good,20.8
5.4,0.027,27.96,7.6,Good,44.0
5.0,0.087,28.06,7.5,Good,41.8
5.3,0.047,28.14,7.0,Good,44.2
5.0,0.07,28.17,7.0,Good,22.2
5.1,0.043,28.32,7.1,Good,27.9
6.0,0.074,28.35,8.4,Good,43.1
5.0,0.134,28.41,7.5,Good,24.9
5.1,0.136,28.62,6.8,Good,40.3
6.0,0.044,28.75,6.6,Good,34.0
6.0,0.135,28.9,8.4,Good,25.6
5.1,0.092,29.04,8.3,Good,27.1
5.8,0.116,29.12,8.1,Good,31.7
5.0,0.039,29.13,8.0,Good,23.0
5.0,0.037,29.16,7.4,Good,21.3
5.4,0.095,29.36,7.5,Good,33.2
5.7,0.166,29.8,8.5,Excellent,45.0
5.3,0.139,30.13,6.8,Good,19.5
5.5,0.168,30.37,8.4,Good,40.3
5.8,0.054,30.46,8.1,Good,34.1
5.9,0.051,30.5,8.0,Good,27.1
5.5,0.068,30.7,7.2,Good,22.0
5.6,0.147,30.72,8.3,Good,37.3
6.0,0.056,30.79,6.6,Good,32.4
5.6,0.088,30.92,7.8,Good,32.6
5.7,0.054,31.0,8.4,Good,26.3
5.4,0.07,30.92,8.4,Good,34.9
5.7,0.074,30.84,7.5,Good,29.4
5.2,0.076,30.74,7.8,Good,34.1
5.1,0.067,30.71,7.8,Good,25.7
5.8,0.081,30.58,8.3,Good,39.5
5.5,0.061,30.55,8.3,Good,37.6
5.2,0.026,30.55,7.5,Good,29.4
5.1,0.143,30.41,7.7,Good,22.4
5.9,0.04,30.25,7.1,Good,34.2
5.4,0.124,30.03,6.6,Good,19.6
5.2,0.124,29.82,8.1,Good,31.5
5.4,0.039,29.72,7.5,Good,34.1
5.6,0.166,29.68,7.1,Good,44.5
5.8,0.07,29.64,6.6,Good,42.2
5.7,0.087,29.6,7.9,Good,38.1
5.6,0.019,29.19,7.8,Good,42.2
5.7,0.134,29.18,8.3,Good,26.7
5.9,0.06,29.1,7.5,Good,38.7
5.2,0.101,29.09,7.8,Good,26.0
5.9,0.091,28.94,6.5,Good,41.8
5.1,0.062,28.88,7.0,Good,42.2
5.0,0.113,28.84,7.1,Good,28.8
5.5,0.129,28.78,7.0,Good,32.2
5.0,0.023,28.76,8.4,Good,42.7
5.9,0.129,28.69,8.2,Good,40.6
5.7,0.082,28.69,7.6,Good,41.0
6.0,0.048,28.67,8.1,Good,35.5
5.9,0.16,28.62,7.9,Good,32.0
5.8,0.164,28.57,6.8,Good,39.3
5.3,0.142,28.25,6.9,Good,27.4
5.7,0.022,28.17,8.0,Good,36.2
5.1,0.153,27.87,6.5,Good,44.3
5.2,0.067,27.84,7.8,Good,40.2
5.3,0.094,27.81,8.5,Excellent,35.3
5.8,0.054,27.76,7.5,Good,18.9
5.4,0.033,27.69,6.8,Good,29.0
5.0,0.153,27.64,6.9,Good,37.0
5.2,0.116,27.64,8.5,Excellent,30.1
5.1,0.043,27.63,7.4,Good,22.2
6.0,0.134,27.58,8.1,Good,23.9
5.7,0.096,27.35,7.6,Good,38.2
6.0,0.072,27.17,8.5,Excellent,29.5
5.9,0.155,27.16,6.9,Good,17.3
5.2,0.06,27.13,8.5,Excellent,37.3
5.8,0.025,27.07,8.3,Good,21.0
5.3,0.022,27.09,7.1,Good,35.4
5.8,0.131,27.12,8.3,Good,26.6
5.6,0.06,27.26,6.9,Good,39.5
5.5,0.113,27.32,7.8,Good,45.1
5.8,0.137,27.37,7.7,Good,17.2
5.8,0.118,27.61,6.5,Good,19.2
5.8,0.072,27.64,8.2,Good,33.7
5.5,0.128,27.83,7.4,Good,23.4
6.0,0.049,27.95,8.5,Excellent,32.8
6.0,0.045,27.99,8.0,Good,17.3
5.4,0.126,28.19,6.5,Good,40.5
5.2,0.102,28.26,7.8,Good,26.7
5.4,0.035,28.41,8.1,Good,33.7
5.8,0.064,28.48,8.4,Good,42.3
5.1,0.164,28.53,7.4,Good,38.3
5.8,0.052,28.56,8.5,Excellent,33.4
5.3,0.104,28.85,8.1,Good,34.2
5.2,0.139,28.86,6.7,Good,25.0
6.0,0.104,29.06,7.6,Good,22.1
5.0,0.117,29.5,8.0,Good,40.8
5.8,0.09,29.68,7.5,Good,39.1
5.5,0.09,30.4,7.4,Good,36.8
5.3,0.068,30.46,7.0,Good,17.3
5.5,0.059,30.54,7.2,Good,18.1
5.7,0.138,30.65,6.6,Good,28.5
5.5,0.031,30.91,6.5,Good,19.9
5.7,0.086,30.64,7.9,Good,41.3
6.0,0.1,30.6,7.4,Good,20.3
5.1,0.167,30.45,6.9,Good,38.8
5.2,0.104,30.37,7.7,Good,40.1
5.6,0.115,30.19,8.1,Good,17.6
5.7,0.042,30.17,8.2,Good,17.2
5.8,0.077,30.16,7.9,Good,27.8
5.0,0.131,30.07,7.9,Good,33.2
5.2,0.13,30.04,7.4,Good,31.6
5.4,0.076,30.02,8.2,Good,40.7
5.5,0.073,30.0,7.6,Good,38.8
6.0,0.105,29.94,8.4,Good,32.6
6.0,0.062,29.87,6.9,Good,19.6
5.5,0.129,29.87,8.1,Good,40.4
5.7,0.059,29.76,7.4,Good,18.9
5.5,0.052,29.6,8.0,Good,37.2
5.9,0.101,29.54,6.5,Good,41.6
5.0,0.041,29.52,7.2,Good,30.1
5.9,0.035,29.46,6.6,Good,39.6
5.7,0.084,29.33,7.1,Good,27.3
5.4,0.082,29.22,7.5,Good,40.9
6.0,0.165,29.13,7.5,Good,44.1
5.0,0.149,28.99,6.5,Good,36.1
6.0,0.064,28.86,8.4,Good,23.8
5.8,0.121,28.78,6.8,Good,32.2
5.3,0.094,28.45,6.9,Good,23.6
6.0,0.028,28.39,8.1,Good,25.3
5.5,0.13,28.36,7.6,Good,23.9
5.5,0.086,28.35,8.3,Good,42.3
5.2,0.045,28.26,6.8,Good,29.2
5.1,0.039,28.92,7.6,Good,29.4
5.5,0.154,28.82,6.7,Good,43.4
5.6,0.044,28.59,7.1,Good,26.9
5.6,0.158,28.57,8.0,Good,31.1
5.3,0.161,28.52,7.2,Good,17.3
5.3,0.115,28.47,6.6,Good,20.3
5.2,0.083,28.25,7.4,Good,23.7
5.8,0.033,28.23,6.9,Good,30.0
5.2,0.098,28.18,7.9,Good,33.9
5.9,0.033,27.73,6.7,Good,45.1
5.0,0.098,27.56,8.5,Excellent,28.6
5.7,0.088,27.52,7.0,Good,23.4
