pH,Ammonia,Temp,Turbidity,pH_Status,Ammonia_Status,Temp_Status,Turbidity_Status,Water Pump,Heater
6.5,0.157,32.78,31.0,High,Low,High,Low,ON,OFF
6.7,0.068,32.51,21.9,High,Low,High,Low,ON,OFF
6.6,0.127,32.45,42.6,High,Low,High,Low,ON,OFF
6.5,0.158,32.41,32.2,High,Low,High,Low,ON,OFF
6.5,0.071,32.24,30.4,High,Low,High,Low,ON,OFF
6.1,0.073,32.23,24.7,Low,Low,High,Low,ON,OFF
6.3,0.125,31.9,29.0,Low,Low,High,Low,ON,OFF
6.5,0.151,31.75,20.2,High,Low,High,Low,ON,OFF
6.0,0.093,31.73,27.6,Low,Low,High,Low,ON,OFF
6.7,0.102,31.69,37.6,High,Low,High,Low,ON,OFF
6.1,0.081,31.68,31.3,Low,Low,High,Low,ON,OFF
6.4,0.073,31.62,28.7,Low,Low,High,Low,ON,OFF
6.0,0.084,31.49,22.1,Low,Low,High,Low,ON,OFF
6.2,0.055,31.31,44.7,Low,Low,High,Low,ON,OFF
6.2,0.053,30.95,23.0,Low,Low,High,Low,ON,OFF
5.9,0.095,30.88,18.6,Low,Low,High,High,ON,OFF
6.6,0.148,30.85,40.7,High,Low,High,Low,ON,OFF
6.3,0.125,30.83,20.6,Low,Low,High,Low,ON,OFF
6.6,0.075,30.67,39.2,High,Low,High,Low,ON,OFF
6.6,0.201,30.11,29.3,High,Low,High,Low,ON,OFF
5.9,0.081,30.1,28.1,Low,Low,High,Low,ON,OFF
6.5,0.16,30.1,31.1,High,Low,High,Low,ON,OFF
6.0,0.337,29.88,24.6,Low,Low,High,Low,ON,OFF
6.6,0.247,29.74,44.6,High,Low,High,Low,ON,OFF
5.9,0.385,29.61,36.0,Low,Low,High,Low,ON,OFF
6.1,0.086,29.58,26.3,Low,Low,High,Low,ON,OFF
6.4,0.475,29.52,23.5,Low,Low,High,Low,ON,OFF
6.5,0.371,29.52,43.3,High,Low,High,Low,ON,OFF
6.2,0.123,29.31,25.1,Low,Low,High,Low,ON,OFF
6.1,0.088,29.29,41.2,Low,Low,High,Low,ON,OFF
6.5,0.359,29.09,36.8,High,Low,High,Low,ON,OFF
6.5,0.101,29.06,22.0,High,Low,High,Low,ON,OFF
6.3,0.297,28.78,44.9,Low,Low,High,Low,ON,OFF
6.2,0.05,28.64,44.0,Low,High,High,Low,ON,OFF
6.3,0.134,28.62,37.2,Low,Low,High,Low,ON,OFF
6.5,0.449,28.63,28.7,High,Low,High,Low,ON,OFF
5.9,0.447,29.21,24.6,Low,Low,High,Low,ON,OFF
5.9,0.141,29.46,38.9,Low,Low,High,Low,ON,OFF
6.0,0.248,30.32,41.5,Low,Low,High,Low,ON,OFF
6.5,0.371,30.33,38.5,High,Low,High,Low,ON,OFF
5.8,0.072,30.4,27.4,Low,Low,High,Low,ON,OFF
6.1,0.22,30.45,25.3,Low,Low,High,Low,ON,OFF
6.7,0.354,30.68,24.1,High,Low,High,Low,ON,OFF
6.5,0.095,31.01,22.5,High,Low,High,Low,ON,OFF
6.0,0.231,31.02,43.3,Low,Low,High,Low,ON,OFF
6.6,0.331,31.45,42.9,High,Low,High,Low,ON,OFF
6.2,0.45,32.13,31.3,Low,Low,High,Low,ON,OFF
6.7,0.363,32.3,21.2,High,Low,High,Low,ON,OFF
6.3,0.188,32.43,20.0,Low,Low,High,High,ON,OFF
6.4,0.083,32.66,18.4,Low,Low,High,High,ON,OFF
5.8,0.446,32.88,19.0,Low,Low,High,High,ON,OFF
6.0,0.201,33.58,24.7,Low,Low,High,Low,ON,OFF
6.2,0.063,33.65,36.0,Low,Low,High,Low,ON,OFF
5.9,0.21,33.74,23.3,Low,Low,High,Low,ON,OFF
6.0,0.15,33.96,44.2,Low,Low,High,Low,ON,OFF
6.6,0.485,33.97,27.8,High,Low,High,Low,ON,OFF
5.9,0.035,34.14,32.3,Low,High,High,Low,ON,OFF
6.5,0.05,34.15,21.9,High,High,High,Low,ON,OFF
5.8,0.185,34.54,24.5,Low,Low,High,Low,ON,OFF
6.2,0.278,34.61,34.3,Low,Low,High,Low,ON,OFF
6.6,0.493,34.76,21.6,High,Low,High,Low,ON,OFF
6.0,0.311,34.74,24.4,Low,Low,High,Low,ON,OFF
6.4,0.422,34.71,41.8,Low,Low,High,Low,ON,OFF
6.6,0.115,34.67,38.5,High,Low,High,Low,ON,OFF
6.2,0.458,34.59,36.9,Low,Low,High,Low,ON,OFF
6.2,0.097,34.31,43.1,Low,Low,High,Low,ON,OFF
6.6,0.497,34.2,37.4,High,Low,High,Low,ON,OFF
6.5,0.385,34.06,23.4,High,Low,High,Low,ON,OFF
6.0,0.233,33.96,37.5,Low,Low,High,Low,ON,OFF
6.3,0.313,33.85,38.2,Low,Low,High,Low,ON,OFF
6.2,0.149,33.81,20.4,Low,Low,High,Low,ON,OFF
6.1,0.069,33.59,38.7,Low,Low,High,Low,ON,OFF
6.1,0.398,33.48,38.0,Low,Low,High,Low,ON,OFF
6.1,0.061,33.47,29.6,Low,Low,High,Low,ON,OFF
6.4,0.419,33.46,29.9,Low,Low,High,Low,ON,OFF
6.5,0.361,33.3,27.9,High,Low,High,Low,ON,OFF
6.2,0.304,33.09,40.4,Low,Low,High,Low,ON,OFF
5.9,0.049,32.73,27.5,Low,High,High,Low,ON,OFF
6.6,0.388,32.65,42.3,High,Low,High,Low,ON,OFF
6.0,0.331,32.61,41.8,Low,Low,High,Low,ON,OFF
6.4,0.227,32.49,34.1,Low,Low,High,Low,ON,OFF
6.6,0.377,31.99,30.7,High,Low,High,Low,ON,OFF
6.7,0.222,31.66,39.4,High,Low,High,Low,ON,OFF
6.7,0.409,31.59,34.3,High,Low,High,Low,ON,OFF
5.9,0.144,31.31,23.1,Low,Low,High,Low,ON,OFF
6.7,0.381,31.3,35.5,High,Low,High,Low,ON,OFF
6.4,0.03,31.03,38.2,Low,High,High,Low,ON,OFF
6.2,0.43,30.98,26.7,Low,Low,High,Low,ON,OFF
6.2,0.27,30.67,19.5,Low,Low,High,High,ON,OFF
5.8,0.385,30.61,19.5,Low,Low,High,High,ON,OFF
6.1,0.281,30.52,35.0,Low,Low,High,Low,ON,OFF
6.0,0.173,31.2,20.7,Low,Low,High,Low,ON,OFF
6.0,0.36,31.07,17.4,Low,Low,High,High,ON,OFF
6.5,0.198,30.71,24.6,High,Low,High,Low,ON,OFF
5.8,0.415,30.5,21.7,Low,Low,High,Low,ON,OFF
5.9,0.212,30.32,22.9,Low,Low,High,Low,ON,OFF
6.4,0.368,30.18,31.0,Low,Low,High,Low,ON,OFF
6.1,0.119,29.92,27.2,Low,Low,High,Low,ON,OFF
6.2,0.299,29.89,25.8,Low,Low,High,Low,ON,OFF
6.2,0.303,29.72,23.6,Low,Low,High,Low,ON,OFF
6.0,0.178,29.68,16.8,Low,Low,High,High,ON,OFF
6.2,0.299,29.39,18.8,Low,Low,High,High,ON,OFF
6.4,0.422,29.33,25.3,Low,Low,High,Low,ON,OFF
6.0,0.032,29.23,19.1,Low,High,High,High,OFF,OFF
5.9,0.467,29.1,30.4,Low,Low,High,Low,ON,OFF
6.0,0.312,29.04,32.2,Low,Low,High,Low,ON,OFF
6.2,0.358,28.76,27.3,Low,Low,High,Low,ON,OFF
5.8,0.209,28.96,28.1,Low,Low,High,Low,ON,OFF
5.9,0.441,28.96,19.6,Low,Low,High,High,ON,OFF
6.6,0.197,29.27,30.9,High,Low,High,Low,ON,OFF
6.1,0.198,29.31,28.3,Low,Low,High,Low,ON,OFF
5.9,0.416,29.37,36.1,Low,Low,High,Low,ON,OFF
6.0,0.296,29.48,31.9,Low,Low,High,Low,ON,OFF
6.1,0.362,29.68,16.7,Low,Low,High,High,ON,OFF
6.0,0.391,29.76,24.2,Low,Low,High,Low,ON,OFF
6.3,0.425,29.78,19.4,Low,Low,High,High,ON,OFF
6.7,0.412,30.1,33.5,High,Low,High,Low,ON,OFF
6.2,0.175,30.1,22.0,Low,Low,High,Low,ON,OFF
6.7,0.231,30.21,33.8,High,Low,High,Low,ON,OFF
6.4,0.417,30.25,25.3,Low,Low,High,Low,ON,OFF
5.8,0.148,30.3,31.1,Low,Low,High,Low,ON,OFF
5.8,0.142,30.32,38.1,Low,Low,High,Low,ON,OFF
6.1,0.212,30.38,19.5,Low,Low,High,High,ON,OFF
6.1,0.117,30.41,16.3,Low,Low,High,High,ON,OFF
6.0,0.305,30.71,19.1,Low,Low,High,High,ON,OFF
6.0,0.28,31.95,32.6,Low,Low,High,Low,ON,OFF
6.6,0.039,32.12,23.9,High,High,High,Low,ON,OFF
6.2,0.293,33.19,37.3,Low,Low,High,Low,ON,OFF
6.0,0.15,33.47,26.0,Low,Low,High,Low,ON,OFF
5.8,0.342,33.59,32.0,Low,Low,High,Low,ON,OFF
5.8,0.051,34.43,27.1,Low,Low,High,Low,ON,OFF
6.6,0.293,34.67,25.0,High,Low,High,Low,ON,OFF
6.1,0.398,34.71,27.3,Low,Low,High,Low,ON,OFF
6.7,0.138,34.87,16.7,High,Low,High,High,ON,OFF
6.4,0.407,34.83,25.7,Low,Low,High,Low,ON,OFF
6.4,0.332,34.48,26.6,Low,Low,High,Low,ON,OFF
6.4,0.148,34.36,34.7,Low,Low,High,Low,ON,OFF
6.4,0.044,34.32,24.6,Low,High,High,Low,ON,OFF
6.0,0.124,34.18,23.5,Low,Low,High,Low,ON,OFF
6.0,0.032,34.1,34.7,Low,High,High,Low,ON,OFF
5.9,0.152,34.06,36.3,Low,Low,High,Low,ON,OFF
6.0,0.044,34.05,36.5,Low,High,High,Low,ON,OFF
6.3,0.246,33.89,36.4,Low,Low,High,Low,ON,OFF
5.8,0.291,33.79,34.0,Low,Low,High,Low,ON,OFF
5.9,0.175,33.44,29.2,Low,Low,High,Low,ON,OFF
6.4,0.237,33.1,30.1,Low,Low,High,Low,ON,OFF
6.7,0.252,32.93,32.1,High,Low,High,Low,ON,OFF
6.1,0.345,32.89,20.2,Low,Low,High,Low,ON,OFF
6.5,0.265,32.85,34.5,High,Low,High,Low,ON,OFF
6.6,0.377,32.67,31.0,High,Low,High,Low,ON,OFF
6.2,0.133,32.44,32.9,Low,Low,High,Low,ON,OFF
6.3,0.297,32.27,20.7,Low,Low,High,Low,ON,OFF
6.7,0.189,32.24,17.5,High,Low,High,High,ON,OFF
6.6,0.21,32.14,37.9,High,Low,High,Low,ON,OFF
6.2,0.408,32.05,32.5,Low,Low,High,Low,ON,OFF
6.6,0.382,31.99,23.1,High,Low,High,Low,ON,OFF
6.0,0.454,31.91,35.6,Low,Low,High,Low,ON,OFF
6.0,0.202,31.84,29.6,Low,Low,High,Low,ON,OFF
5.9,0.495,31.68,38.3,Low,Low,High,Low,ON,OFF
6.3,0.199,31.28,20.4,Low,Low,High,Low,ON,OFF
6.0,0.461,31.28,33.0,Low,Low,High,Low,ON,OFF
6.2,0.249,31.23,22.5,Low,Low,High,Low,ON,OFF
6.5,0.197,31.23,29.3,High,Low,High,Low,ON,OFF
6.4,0.121,30.79,18.5,Low,Low,High,High,ON,OFF
6.1,0.222,30.65,32.8,Low,Low,High,Low,ON,OFF
6.2,0.215,30.52,16.9,Low,Low,High,High,ON,OFF
6.7,0.173,30.45,21.2,High,Low,High,Low,ON,OFF
5.9,0.162,30.19,22.3,Low,Low,High,Low,ON,OFF
6.0,0.45,30.0,23.7,Low,Low,High,Low,ON,OFF
6.7,0.229,29.98,23.7,High,Low,High,Low,ON,OFF
6.6,0.163,29.81,35.1,High,Low,High,Low,ON,OFF
6.1,0.066,29.46,27.3,Low,Low,High,Low,ON,OFF
5.9,0.116,29.4,24.8,Low,Low,High,Low,ON,OFF
6.5,0.369,29.3,36.6,High,Low,High,Low,ON,OFF
6.3,0.07,29.21,25.6,Low,Low,High,Low,ON,OFF
5.8,0.113,29.19,18.4,Low,Low,High,High,ON,OFF
5.8,0.353,29.14,25.7,Low,Low,High,Low,ON,OFF
5.8,0.443,29.0,21.4,Low,Low,High,Low,ON,OFF
6.5,0.368,28.99,16.2,High,Low,High,High,ON,OFF
6.1,0.091,28.66,38.2,Low,Low,High,Low,ON,OFF
6.0,0.196,28.83,25.2,Low,Low,High,Low,ON,OFF
6.7,0.322,28.97,22.9,High,Low,High,Low,ON,OFF
6.1,0.28,29.53,34.4,Low,Low,High,Low,ON,OFF
6.6,0.462,29.54,16.3,High,Low,High,High,ON,OFF
6.4,0.48,29.59,18.7,Low,Low,High,High,ON,OFF
6.2,0.208,29.89,21.1,Low,Low,High,Low,ON,OFF
6.1,0.201,30.16,36.4,Low,Low,High,Low,ON,OFF
6.2,0.269,30.34,33.7,Low,Low,High,Low,ON,OFF
6.1,0.073,30.35,33.4,Low,Low,High,Low,ON,OFF
6.3,0.448,30.37,26.4,Low,Low,High,Low,ON,OFF
6.4,0.339,30.56,32.8,Low,Low,High,Low,ON,OFF
6.1,0.42,30.59,31.6,Low,Low,High,Low,ON,OFF
6.0,0.306,31.47,36.8,Low,Low,High,Low,ON,OFF
5.9,0.49,31.78,29.8,Low,Low,High,Low,ON,OFF
6.0,0.079,31.91,27.1,Low,Low,High,Low,ON,OFF
6.0,0.311,31.93,26.6,Low,Low,High,Low,ON,OFF
6.2,0.122,32.19,18.4,Low,Low,High,High,ON,OFF
6.1,0.444,32.38,16.5,Low,Low,High,High,ON,OFF
5.8,0.372,32.38,24.5,Low,Low,High,Low,ON,OFF
5.9,0.344,32.8,30.9,Low,Low,High,Low,ON,OFF
5.9,0.451,33.52,33.0,Low,Low,High,Low,ON,OFF
6.2,0.34,33.77,18.3,Low,Low,High,High,ON,OFF
6.4,0.309,33.86,30.1,Low,Low,High,Low,ON,OFF
6.2,0.206,33.97,34.6,Low,Low,High,Low,ON,OFF
6.4,0.075,34.85,28.4,Low,Low,High,Low,ON,OFF
6.2,0.488,34.88,20.6,Low,Low,High,Low,ON,OFF
6.4,0.354,34.8,30.6,Low,Low,High,Low,ON,OFF
6.0,0.392,34.69,25.5,Low,Low,High,Low,ON,OFF
5.9,0.455,34.68,31.9,Low,Low,High,Low,ON,OFF
6.7,0.311,34.68,23.3,High,Low,High,Low,ON,OFF
6.3,0.343,34.68,20.5,Low,Low,High,Low,ON,OFF
5.9,0.468,34.56,16.0,Low,Low,High,High,ON,OFF
5.8,0.184,34.41,16.2,Low,Low,High,High,ON,OFF
6.4,0.181,34.15,25.6,Low,Low,High,Low,ON,OFF
6.0,0.253,34.06,36.9,Low,Low,High,Low,ON,OFF
6.2,0.485,33.98,23.6,Low,Low,High,Low,ON,OFF
6.2,0.465,33.91,18.8,Low,Low,High,High,ON,OFF
6.1,0.099,33.67,17.1,Low,Low,High,High,ON,OFF
6.7,0.344,33.3,29.2,High,Low,High,Low,ON,OFF
5.9,0.37,33.29,23.3,Low,Low,High,Low,ON,OFF
6.4,0.108,33.05,34.1,Low,Low,High,Low,ON,OFF
5.8,0.096,32.88,27.6,Low,Low,High,Low,ON,OFF
6.2,0.322,32.88,27.7,Low,Low,High,Low,ON,OFF
6.0,0.195,32.83,31.8,Low,Low,High,Low,ON,OFF
6.1,0.28,32.8,28.0,Low,Low,High,Low,ON,OFF
5.8,0.35,32.58,23.0,Low,Low,High,Low,ON,OFF
6.3,0.315,32.55,18.7,Low,Low,High,High,ON,OFF
6.1,0.359,32.4,31.4,Low,Low,High,Low,ON,OFF
6.3,0.045,32.29,35.9,Low,High,High,Low,ON,OFF
6.0,0.418,31.97,33.8,Low,Low,High,Low,ON,OFF
6.3,0.456,31.55,37.5,Low,Low,High,Low,ON,OFF
5.8,0.21,31.32,34.3,Low,Low,High,Low,ON,OFF
5.9,0.435,31.06,30.8,Low,Low,High,Low,ON,OFF
6.6,0.385,30.86,32.3,High,Low,High,Low,ON,OFF
6.2,0.299,30.83,33.0,Low,Low,High,Low,ON,OFF
6.7,0.319,31.48,30.9,High,Low,High,Low,ON,OFF
6.0,0.368,31.44,29.6,Low,Low,High,Low,ON,OFF
6.6,0.447,31.03,35.4,High,Low,High,Low,ON,OFF
6.2,0.426,30.52,18.5,Low,Low,High,High,ON,OFF
5.8,0.308,30.36,29.9,Low,Low,High,Low,ON,OFF
6.3,0.375,30.33,26.5,Low,Low,High,Low,ON,OFF
6.7,0.44,30.3,36.0,High,Low,High,Low,ON,OFF
6.7,0.195,30.15,21.6,High,Low,High,Low,ON,OFF
6.0,0.097,30.0,33.9,Low,Low,High,Low,ON,OFF
6.5,0.03,29.86,31.6,High,High,High,Low,ON,OFF
6.4,0.057,29.39,23.6,Low,Low,High,Low,ON,OFF
6.0,0.241,29.34,37.7,Low,Low,High,Low,ON,OFF
6.5,0.074,29.14,31.5,High,Low,High,Low,ON,OFF
6.1,0.245,28.89,36.3,Low,Low,High,Low,ON,OFF
5.9,0.438,28.69,26.9,Low,Low,High,Low,ON,OFF
6.4,0.146,28.67,29.5,Low,Low,High,Low,ON,OFF
6.0,0.2,28.99,16.2,Low,Low,High,High,ON,OFF
6.5,0.289,29.37,37.4,High,Low,High,Low,ON,OFF
6.4,0.408,29.58,24.1,Low,Low,High,Low,ON,OFF
5.8,0.465,29.71,28.5,Low,Low,High,Low,ON,OFF
6.3,0.254,29.89,36.0,Low,Low,High,Low,ON,OFF
6.0,0.435,30.1,25.5,Low,Low,High,Low,ON,OFF
6.1,0.296,30.12,26.9,Low,Low,High,Low,ON,OFF
6.4,0.068,30.14,25.5,Low,Low,High,Low,ON,OFF
6.2,0.282,30.18,20.4,Low,Low,High,Low,ON,OFF
6.2,0.098,30.34,18.4,Low,Low,High,High,ON,OFF
6.5,0.151,30.6,19.0,High,Low,High,High,ON,OFF
6.1,0.074,30.71,25.6,Low,Low,High,Low,ON,OFF
6.4,0.459,30.76,29.6,Low,Low,High,Low,ON,OFF
6.0,0.494,31.44,17.6,Low,Low,High,High,ON,OFF
6.2,0.04,31.88,23.1,Low,High,High,Low,ON,OFF
6.5,0.267,32.05,19.4,High,Low,High,High,ON,OFF
6.6,0.351,32.65,32.1,High,Low,High,Low,ON,OFF
6.7,0.298,32.99,25.0,High,Low,High,Low,ON,OFF
6.3,0.321,33.15,33.9,Low,Low,High,Low,ON,OFF
6.0,0.126,33.19,37.5,Low,Low,High,Low,ON,OFF
5.8,0.13,33.25,29.6,Low,Low,High,Low,ON,OFF
6.7,0.435,33.91,18.7,High,Low,High,High,ON,OFF
6.6,0.225,33.99,24.5,High,Low,High,Low,ON,OFF
6.6,0.275,34.23,37.3,High,Low,High,Low,ON,OFF
6.4,0.049,34.54,24.1,Low,High,High,Low,ON,OFF
6.6,0.137,34.73,18.9,High,Low,High,High,ON,OFF
6.2,0.416,34.81,18.2,Low,Low,High,High,ON,OFF
6.4,0.122,34.59,37.2,Low,Low,High,Low,ON,OFF
6.1,0.199,34.12,27.9,Low,Low,High,Low,ON,OFF
6.6,0.239,34.09,20.3,High,Low,High,Low,ON,OFF
6.6,0.423,33.98,19.5,High,Low,High,High,ON,OFF
6.0,0.337,33.78,21.2,Low,Low,High,Low,ON,OFF
6.4,0.173,33.75,19.5,Low,Low,High,High,ON,OFF
5.9,0.482,33.62,22.1,Low,Low,High,Low,ON,OFF
6.0,0.257,33.52,30.4,Low,Low,High,Low,ON,OFF
6.3,0.45,33.21,21.4,Low,Low,High,Low,ON,OFF
6.1,0.208,33.21,26.0,Low,Low,High,Low,ON,OFF
5.8,0.211,32.97,17.0,Low,Low,High,High,ON,OFF
6.2,0.421,32.84,26.5,Low,Low,High,Low,ON,OFF
6.5,0.277,32.82,18.4,High,Low,High,High,ON,OFF
6.7,0.165,32.7,24.5,High,Low,High,Low,ON,OFF
6.3,0.36,32.67,21.5,Low,Low,High,Low,ON,OFF
5.9,0.471,32.59,36.8,Low,Low,High,Low,ON,OFF
6.1,0.243,32.55,19.8,Low,Low,High,High,ON,OFF
6.4,0.409,32.41,35.0,Low,Low,High,Low,ON,OFF
6.3,0.071,32.4,17.9,Low,Low,High,High,ON,OFF
5.8,0.381,32.32,27.0,Low,Low,High,Low,ON,OFF
6.2,0.396,32.25,27.6,Low,Low,High,Low,ON,OFF
6.2,0.326,32.21,27.5,Low,Low,High,Low,ON,OFF
6.4,0.277,32.13,35.6,Low,Low,High,Low,ON,OFF
6.0,0.415,32.08,18.7,Low,Low,High,High,ON,OFF
6.6,0.391,31.95,25.3,High,Low,High,Low,ON,OFF
6.5,0.372,31.88,18.6,High,Low,High,High,ON,OFF
5.8,0.331,31.77,27.0,Low,Low,High,Low,ON,OFF
5.8,0.034,31.7,16.0,Low,High,High,High,OFF,OFF
5.8,0.169,31.56,20.2,Low,Low,High,Low,ON,OFF
6.7,0.49,30.79,28.1,High,Low,High,Low,ON,OFF
6.1,0.428,30.74,37.8,Low,Low,High,Low,ON,OFF
6.5,0.095,30.39,19.6,High,Low,High,High,ON,OFF
6.0,0.439,30.25,19.8,Low,Low,High,High,ON,OFF
6.6,0.438,30.23,37.1,High,Low,High,Low,ON,OFF
6.5,0.28,29.96,29.3,High,Low,High,Low,ON,OFF
6.0,0.217,29.89,21.6,Low,Low,High,Low,ON,OFF
5.9,0.37,29.78,31.8,Low,Low,High,Low,ON,OFF
5.9,0.087,29.58,23.4,Low,Low,High,Low,ON,OFF
5.9,0.22,29.49,37.1,Low,Low,High,Low,ON,OFF
6.4,0.428,29.42,33.1,Low,Low,High,Low,ON,OFF
5.8,0.437,29.05,32.8,Low,Low,High,Low,ON,OFF
6.6,0.094,29.03,18.6,High,Low,High,High,ON,OFF
6.2,0.425,28.89,37.7,Low,Low,High,Low,ON,OFF
6.2,0.448,28.88,28.7,Low,Low,High,Low,ON,OFF
6.5,0.159,28.82,23.2,High,Low,High,Low,ON,OFF
5.8,0.237,33.26,32.3,Low,Low,High,Low,ON,OFF
6.3,0.411,32.7,27.8,Low,Low,High,Low,ON,OFF
6.2,0.206,30.71,18.7,Low,Low,High,High,ON,OFF
6.5,0.437,32.49,29.8,High,Low,High,Low,ON,OFF
6.4,0.181,31.7,28.4,Low,Low,High,Low,ON,OFF
6.5,0.188,32.99,30.5,High,Low,High,Low,ON,OFF
6.1,0.1,29.8,19.0,Low,Low,High,High,ON,OFF
6.6,0.429,31.85,26.6,High,Low,High,Low,ON,OFF
6.2,0.327,29.29,21.8,Low,Low,High,Low,ON,OFF
6.6,0.41,28.71,18.5,High,Low,High,High,ON,OFF
6.3,0.47,28.94,36.3,Low,Low,High,Low,ON,OFF
6.6,0.135,31.26,20.8,High,Low,High,Low,ON,OFF
6.0,0.256,31.88,16.5,Low,Low,High,High,ON,OFF
6.1,0.22,30.16,17.7,Low,Low,High,High,ON,OFF
6.2,0.147,33.2,38.1,Low,Low,High,Low,ON,OFF
6.0,0.467,29.63,33.7,Low,Low,High,Low,ON,OFF
5.9,0.492,31.17,35.9,Low,Low,High,Low,ON,OFF
6.7,0.071,29.55,20.1,High,Low,High,Low,ON,OFF
6.6,0.42,30.73,38.3,High,Low,High,Low,ON,OFF
6.4,0.436,33.07,25.0,Low,Low,High,Low,ON,OFF
5.8,0.316,31.39,30.4,Low,Low,High,Low,ON,OFF
6.0,0.031,34.82,26.2,Low,High,High,Low,ON,OFF
5.8,0.449,31.8,18.6,Low,Low,High,High,ON,OFF
6.1,0.388,31.64,16.5,Low,Low,High,High,ON,OFF
6.6,0.083,34.79,25.3,High,Low,High,Low,ON,OFF
5.8,0.09,30.41,26.1,Low,Low,High,Low,ON,OFF
5.8,0.074,34.72,29.9,Low,Low,High,Low,ON,OFF
6.6,0.291,34.48,28.0,High,Low,High,Low,ON,OFF
6.4,0.03,34.47,21.6,Low,High,High,Low,ON,OFF
6.1,0.28,34.43,19.2,Low,Low,High,High,ON,OFF
6.0,0.149,34.41,33.6,Low,Low,High,Low,ON,OFF
6.5,0.087,34.29,25.3,High,Low,High,Low,ON,OFF
6.7,0.425,34.13,20.6,High,Low,High,Low,ON,OFF
6.1,0.231,34.07,17.2,Low,Low,High,High,ON,OFF
6.7,0.075,34.06,24.6,High,Low,High,Low,ON,OFF
6.3,0.121,34.03,24.3,Low,Low,High,Low,ON,OFF
6.6,0.039,33.9,19.7,High,High,High,High,OFF,OFF
5.8,0.118,33.87,34.5,Low,Low,High,Low,ON,OFF
5.9,0.046,33.34,26.8,Low,High,High,Low,ON,OFF
6.3,0.079,33.08,23.6,Low,Low,High,Low,ON,OFF
6.3,0.444,33.07,27.5,Low,Low,High,Low,ON,OFF
6.1,0.403,32.99,26.2,Low,Low,High,Low,ON,OFF
6.5,0.046,32.77,29.3,High,High,High,Low,ON,OFF
6.6,0.213,32.76,24.1,High,Low,High,Low,ON,OFF
6.3,0.081,32.75,32.6,Low,Low,High,Low,ON,OFF
6.5,0.05,32.65,22.1,High,High,High,Low,ON,OFF
5.9,0.395,32.17,17.0,Low,Low,High,High,ON,OFF
6.7,0.073,32.1,38.2,High,Low,High,Low,ON,OFF
6.0,0.162,31.96,16.8,Low,Low,High,High,ON,OFF
6.4,0.335,31.45,36.7,Low,Low,High,Low,ON,OFF
6.5,0.455,31.33,30.4,High,Low,High,Low,ON,OFF
5.9,0.479,31.3,22.5,Low,Low,High,Low,ON,OFF
6.3,0.407,31.23,24.6,Low,Low,High,Low,ON,OFF
6.4,0.282,31.21,38.1,Low,Low,High,Low,ON,OFF
6.4,0.163,30.82,30.1,Low,Low,High,Low,ON,OFF
6.4,0.453,30.81,27.9,Low,Low,High,Low,ON,OFF
6.0,0.443,31.66,21.3,Low,Low,High,Low,ON,OFF
6.1,0.161,31.51,33.8,Low,Low,High,Low,ON,OFF
6.5,0.088,31.32,37.0,High,Low,High,Low,ON,OFF
5.9,0.24,31.3,17.3,Low,Low,High,High,ON,OFF
6.3,0.453,31.09,18.5,Low,Low,High,High,ON,OFF
6.0,0.259,31.01,34.9,Low,Low,High,Low,ON,OFF
5.8,0.377,30.76,37.6,Low,Low,High,Low,ON,OFF
5.9,0.145,30.62,24.5,Low,Low,High,Low,ON,OFF
6.7,0.385,30.2,32.7,High,Low,High,Low,ON,OFF
5.8,0.068,30.0,36.6,Low,Low,High,Low,ON,OFF
6.3,0.219,29.93,23.4,Low,Low,High,Low,ON,OFF
6.6,0.106,29.9,25.1,High,Low,High,Low,ON,OFF
6.3,0.214,29.85,30.1,Low,Low,High,Low,ON,OFF
5.9,0.26,29.63,18.3,Low,Low,High,High,ON,OFF
5.9,0.203,29.55,19.0,Low,Low,High,High,ON,OFF
5.8,0.063,29.47,19.9,Low,Low,High,High,ON,OFF
6.0,0.304,29.0,25.3,Low,Low,High,Low,ON,OFF
6.3,0.343,29.24,17.0,Low,Low,High,High,ON,OFF
6.1,0.033,29.3,29.9,Low,High,High,Low,ON,OFF
5.9,0.088,30.12,27.1,Low,Low,High,Low,ON,OFF
6.3,0.144,30.12,16.3,Low,Low,High,High,ON,OFF
6.7,0.329,30.2,16.8,High,Low,High,High,ON,OFF
5.8,0.056,30.26,38.2,Low,Low,High,Low,ON,OFF
6.0,0.409,31.0,34.2,Low,Low,High,Low,ON,OFF
6.3,0.159,31.44,35.0,Low,Low,High,Low,ON,OFF
6.1,0.486,31.5,18.0,Low,Low,High,High,ON,OFF
6.7,0.056,31.65,30.3,High,Low,High,Low,ON,OFF
5.9,0.447,31.74,20.4,Low,Low,High,Low,ON,OFF
6.4,0.055,31.84,34.2,Low,Low,High,Low,ON,OFF
5.8,0.409,31.89,22.9,Low,Low,High,Low,ON,OFF
6.6,0.452,32.54,19.3,High,Low,High,High,ON,OFF
6.2,0.095,32.66,32.0,Low,Low,High,Low,ON,OFF
5.9,0.159,32.84,17.6,Low,Low,High,High,ON,OFF
6.5,0.44,32.86,31.7,High,Low,High,Low,ON,OFF
6.4,0.139,33.37,29.9,Low,Low,High,Low,ON,OFF
6.0,0.21,33.48,23.7,Low,Low,High,Low,ON,OFF
6.7,0.068,33.62,25.1,High,Low,High,Low,ON,OFF
