PH,AMMONIA,TEMP,DO,TURBIDITY
5.2,0.043,29.84,8.1,37.4
6.0,0.037,29.68,6.8,21.5
5.9,0.025,29.57,8.4,18.6
5.6,0.145,29.54,8.4,41.5
5.7,0.07,29.5,8.2,33.5
5.5,0.108,29.44,6.6,44.1
5.3,0.17,29.35,6.5,24.2
5.4,0.041,29.33,8.5,29.4
5.0,0.059,29.15,6.9,22.4
5.5,0.099,29.13,8.0,26.1
5.4,0.064,29.12,7.4,35.6
5.1,0.05,28.97,7.8,32.8
5.7,0.134,28.82,8.3,27.2
5.3,0.168,28.79,6.7,18.4
5.7,0.081,28.78,7.9,27.5
5.8,0.139,28.62,7.2,31.2
5.1,0.044,28.45,6.5,33.7
5.7,0.058,28.41,6.6,35.4
6.0,0.058,28.16,7.3,19.8
5.3,0.162,28.07,7.4,21.0
5.6,0.104,28.06,6.9,32.0
5.4,0.082,28.04,7.0,36.0
6.0,0.115,28.03,8.5,26.8
5.1,0.049,27.99,7.5,29.4
5.5,0.113,27.86,8.1,33.0
5.2,0.111,27.81,7.4,42.3
6.0,0.149,27.65,7.1,34.8
5.5,0.053,27.49,7.7,17.9
5.0,0.092,27.46,8.4,37.8
5.4,0.137,27.45,6.8,21.6
5.8,0.068,27.34,8.5,26.2
5.9,0.059,27.16,7.4,33.7
5.5,0.064,27.08,7.4,17.7
5.6,0.134,27.06,6.6,35.1
5.5,0.141,27.0,8.0,22.3
5.2,0.023,26.84,6.8,43.7
5.7,0.106,27.06,6.9,38.5
5.1,0.038,27.08,7.8,17.7
6.0,0.08,27.22,6.7,21.3
5.8,0.111,27.38,8.1,29.8
5.6,0.069,27.45,7.1,34.9
5.3,0.117,27.45,6.9,36.5
5.8,0.129,27.45,7.3,17.2
5.3,0.111,27.64,6.6,42.7
5.4,0.021,27.7,8.0,29.0
5.8,0.1,28.22,7.6,33.7
5.4,0.042,28.25,7.7,26.1
5.4,0.11,28.43,8.3,20.3
5.3,0.081,28.43,7.0,34.6
5.0,0.119,28.54,7.3,29.0
5.5,0.061,28.64,8.1,28.4
5.0,0.143,28.79,6.9,17.5
5.2,0.145,28.92,8.3,32.2
5.2,0.15,28.99,8.1,22.0
5.2,0.17,29.09,7.3,25.7
5.9,0.075,29.26,7.3,25.5
5.4,0.157,29.79,6.6,45.0
6.0,0.116,29.83,8.0,34.9
5.9,0.163,29.91,6.8,24.1
5.9,0.072,29.96,8.4,27.1
5.4,0.058,30.61,8.0,44.6
5.0,0.166,30.99,7.6,21.0
5.8,0.139,31.1,6.6,26.5
5.5,0.093,31.0,6.9,24.8
5.1,0.085,30.89,8.1,44.1
5.2,0.031,30.79,8.0,37.4
5.5,0.064,30.75,8.4,41.1
5.6,0.082,30.66,7.6,18.7
5.2,0.126,30.6,7.2,30.2
5.1,0.055,30.38,8.4,26.1
5.3,0.142,30.33,7.2,26.2
5.9,0.107,30.18,6.6,25.0
5.1,0.157,30.01,8.5,41.6
5.4,0.083,30.0,7.0,44.0
5.9,0.065,29.88,6.7,22.8
5.4,0.075,29.82,6.7,34.9
5.2,0.13,29.79,8.0,23.2
5.8,0.094,29.73,6.6,41.9
5.8,0.153,29.62,7.3,37.7
5.5,0.064,29.47,8.5,27.7
5.1,0.146,29.46,7.1,26.1
5.2,0.106,29.38,6.8,40.3
5.0,0.089,29.19,7.1,24.1
6.0,0.088,29.14,8.3,39.3
5.9,0.054,28.96,7.1,44.5
5.6,0.047,28.91,8.1,23.1
5.6,0.11,28.85,8.4,30.3
5.0,0.11,28.58,7.6,43.3
5.5,0.091,28.4,7.0,27.2
6.0,0.117,28.4,6.7,28.1
5.6,0.027,28.3,7.6,38.6
5.8,0.132,28.27,7.9,24.5
5.8,0.109,28.67,7.1,30.5
6.0,0.061,28.64,6.5,32.0
5.6,0.142,28.57,6.7,43.9
5.0,0.128,28.51,8.0,30.5
6.0,0.138,28.32,7.5,27.0
5.8,0.071,28.27,7.5,20.5
5.6,0.087,28.14,8.3,29.8
5.9,0.123,27.97,7.3,39.8
6.0,0.038,27.93,8.2,39.0
5.8,0.136,27.91,6.9,32.9
6.0,0.128,27.78,7.0,41.3
5.8,0.058,27.77,7.8,37.9
5.0,0.146,27.72,6.8,36.9
5.9,0.136,27.57,8.3,31.0
5.4,0.046,27.16,7.2,32.7
5.6,0.147,27.07,7.9,28.6
5.2,0.169,27.25,8.2,32.8
5.9,0.163,27.77,7.4,42.5
5.7,0.048,27.98,8.0,33.6
5.4,0.072,28.17,8.3,35.9
5.7,0.095,28.19,8.2,26.7
5.3,0.163,28.32,8.5,42.0
5.1,0.157,28.47,8.3,28.8
6.0,0.087,28.5,8.4,22.4
5.3,0.043,28.52,8.2,18.9
5.4,0.066,28.78,8.4,31.9
5.3,0.106,28.97,7.8,24.0
5.9,0.035,29.01,7.7,31.8
6.0,0.057,29.4,6.6,18.1
5.4,0.162,29.56,8.1,39.8
5.4,0.032,29.68,7.4,28.2
5.4,0.043,29.75,7.8,18.9
5.9,0.091,29.79,7.0,42.6
5.0,0.024,29.82,6.7,17.7
5.4,0.142,29.82,7.8,22.3
5.1,0.03,30.0,8.0,40.6
5.7,0.158,30.1,6.8,36.5
5.6,0.149,30.15,7.9,26.8
5.4,0.036,30.19,7.7,24.6
5.1,0.097,30.28,7.3,27.1
5.8,0.035,30.37,7.3,34.6
5.4,0.071,30.64,8.4,18.3
5.7,0.152,30.92,7.2,21.8
5.8,0.042,30.9,6.9,45.0
5.5,0.135,30.7,7.2,27.8
5.5,0.074,30.57,7.7,29.5
5.8,0.118,30.57,7.3,27.1
5.3,0.163,30.45,8.3,31.8
6.0,0.065,30.4,8.0,44.5
5.6,0.071,30.39,7.4,36.0
5.3,0.049,30.33,7.3,43.1
5.3,0.074,30.2,6.8,18.7
5.5,0.069,30.19,7.8,38.6
5.9,0.158,30.15,8.3,34.0
5.1,0.059,30.1,7.7,36.9
5.9,0.054,30.05,7.5,39.4
6.0,0.16,29.91,8.3,38.6
5.8,0.033,29.89,8.5,42.4
5.1,0.059,29.83,6.7,25.8
6.0,0.094,29.8,8.4,22.9
6.0,0.155,29.75,7.7,29.5
5.3,0.092,29.53,6.7,30.8
5.5,0.076,29.53,7.4,28.7
5.4,0.127,29.46,7.2,35.4
6.0,0.103,29.43,7.3,21.0
5.9,0.167,29.27,7.9,39.4
5.3,0.168,29.25,8.0,43.7
6.0,0.134,29.06,7.2,20.5
5.2,0.071,29.03,7.7,26.1
5.1,0.132,28.92,7.3,19.0
5.4,0.028,28.89,6.5,31.9
6.0,0.093,28.72,7.3,35.2
5.6,0.121,29.03,7.4,25.1
5.3,0.06,28.83,8.2,28.7
5.4,0.12,28.75,8.5,38.0
5.2,0.151,28.45,7.3,24.2
5.6,0.143,28.39,7.5,27.9
5.0,0.088,28.15,7.4,36.1
6.0,0.073,28.11,7.8,23.9
5.0,0.144,27.99,6.8,22.2
5.4,0.104,27.97,8.4,37.4
5.4,0.087,27.77,8.4,42.1
5.4,0.169,27.37,7.4,24.2
5.1,0.118,27.34,8.1,18.1
5.5,0.1,27.33,6.8,19.3
6.0,0.161,27.18,7.6,44.6
5.6,0.167,27.04,7.9,31.6
5.7,0.032,27.03,7.8,28.3
5.9,0.106,27.04,8.1,37.1
5.2,0.09,27.06,7.1,29.3
5.9,0.087,27.09,8.0,32.9
5.8,0.052,27.21,8.1,40.8
5.2,0.102,27.25,6.6,33.8
5.5,0.028,27.44,8.5,34.1
5.3,0.027,27.59,7.0,33.0
5.5,0.02,27.71,8.4,28.9
5.0,0.157,27.99,6.5,33.2
5.8,0.089,28.09,7.8,21.0
5.1,0.055,28.57,7.6,42.8
5.5,0.051,28.76,7.5,24.7
5.4,0.157,29.03,8.0,31.0
5.4,0.159,29.04,8.4,35.0
5.2,0.04,29.07,8.1,25.8
5.0,0.094,29.1,8.3,22.2
5.0,0.095,29.34,7.9,44.5
5.9,0.084,29.38,8.0,42.7
5.8,0.032,29.39,8.2,40.8
5.0,0.159,29.49,7.5,29.0
5.1,0.064,29.67,7.6,24.1
5.0,0.029,29.83,7.5,19.5
6.0,0.024,29.9,6.8,29.7
5.5,0.036,30.4,8.1,32.7
5.4,0.142,30.76,8.5,28.1
5.6,0.055,30.77,6.7,24.4
5.7,0.042,30.96,8.4,33.0
5.3,0.157,30.88,6.6,38.1
6.0,0.124,30.83,7.2,34.1
5.1,0.087,30.69,8.3,39.8
6.0,0.137,30.61,7.0,20.5
5.6,0.08,30.59,7.8,21.6
6.0,0.096,30.56,8.2,25.0
5.1,0.037,30.51,7.4,27.6
5.6,0.097,30.5,7.2,27.7
5.4,0.17,30.48,8.2,19.0
6.0,0.055,30.47,7.1,25.9
5.9,0.069,30.32,8.2,39.8
6.0,0.05,30.29,7.1,37.1
5.1,0.094,30.2,6.9,32.5
5.1,0.035,30.19,8.1,30.7
5.3,0.084,30.17,6.9,18.6
5.6,0.08,30.01,8.0,23.5
5.0,0.165,29.94,7.8,25.6
5.1,0.063,29.77,7.1,32.9
5.1,0.102,29.61,7.7,33.1
5.3,0.077,29.59,6.8,23.4
5.8,0.036,29.45,7.8,32.9
5.5,0.158,29.44,7.7,22.6
5.5,0.138,29.43,7.3,18.3
5.3,0.095,29.35,8.3,17.8
5.3,0.065,29.32,8.0,39.0
6.0,0.112,29.22,7.2,19.1
5.4,0.142,29.21,7.8,29.9
5.2,0.126,29.17,7.8,39.4
5.1,0.093,29.13,8.5,37.5
5.3,0.145,28.58,7.7,25.7
6.0,0.054,28.46,8.4,25.5
5.8,0.089,28.38,7.6,39.9
5.5,0.099,28.26,7.4,29.4
5.3,0.146,28.03,8.1,35.1
5.6,0.093,27.99,8.3,43.0
5.1,0.029,27.98,7.5,38.1
5.2,0.091,27.96,8.1,33.7
5.8,0.059,27.84,7.1,38.8
5.1,0.035,27.84,6.6,42.2
5.4,0.02,27.33,7.3,44.0
5.0,0.064,27.25,8.0,41.2
6.0,0.135,27.21,6.8,39.1
6.0,0.111,27.21,6.9,26.2
6.0,0.075,27.09,8.5,39.2
5.6,0.086,27.0,7.9,41.7
5.4,0.121,27.07,7.2,20.1
6.0,0.048,27.13,8.0,32.3
5.3,0.126,27.13,8.4,41.3
5.4,0.109,27.15,7.7,30.0
6.0,0.16,27.27,6.9,27.9
5.8,0.125,27.39,7.9,24.5
5.6,0.165,27.94,8.4,25.0
5.8,0.042,28.21,6.8,34.6
5.0,0.139,28.26,7.1,36.0
5.2,0.076,28.3,6.7,17.3
5.7,0.019,28.31,8.2,33.1
5.1,0.019,28.41,8.1,27.0
5.9,0.134,28.62,6.8,34.3
5.8,0.05,28.84,7.5,31.7
5.8,0.023,29.12,7.4,34.7
5.9,0.078,29.19,8.5,17.9
5.8,0.17,29.53,7.8,26.4
5.1,0.085,29.61,6.7,44.9
5.1,0.14,29.68,7.8,40.1
6.0,0.1,29.79,7.9,19.9
5.7,0.127,29.92,7.9,25.8
5.1,0.117,30.0,8.5,18.8
5.9,0.085,30.56,7.2,33.4
5.2,0.144,30.69,7.2,18.3
5.7,0.051,30.82,6.9,27.8
5.2,0.085,30.94,8.0,32.3
5.8,0.086,30.96,7.6,26.5
5.5,0.134,30.85,8.2,43.6
5.1,0.167,30.82,6.5,17.5
5.8,0.119,30.75,8.5,45.0
5.0,0.104,30.72,7.4,30.2
5.4,0.05,30.62,8.2,27.7
5.5,0.155,30.61,7.6,33.8
5.9,0.115,30.49,8.5,31.2
5.2,0.041,30.48,7.5,32.3
5.5,0.139,30.48,7.6,44.6
6.0,0.164,30.46,8.2,41.2
6.0,0.109,30.39,8.0,38.5
5.8,0.143,30.35,7.1,41.5
5.4,0.156,30.35,7.8,29.6
5.8,0.124,30.29,8.4,37.0
5.0,0.13,30.29,8.5,44.3
6.0,0.038,30.2,8.3,32.8
5.6,0.071,30.13,7.8,27.7
5.1,0.139,29.93,7.5,25.5
5.6,0.065,29.93,7.0,34.2
5.6,0.083,29.7,6.9,40.3
5.8,0.158,29.64,7.9,24.5
5.5,0.125,29.63,7.3,35.0
5.8,0.109,29.61,7.5,29.5
5.9,0.149,29.47,6.9,30.5
6.0,0.102,29.27,7.5,32.5
5.2,0.16,29.1,6.7,19.6
5.7,0.127,28.9,8.1,17.7
5.1,0.067,28.78,6.7,24.3
5.2,0.113,28.64,7.3,23.2
6.0,0.151,28.41,8.4,40.7
5.1,0.167,28.29,6.5,30.0
5.9,0.166,28.25,7.7,33.5
5.2,0.139,28.22,8.0,29.5
6.0,0.033,28.17,6.6,41.7
5.2,0.076,28.16,7.6,35.8
5.0,0.138,28.13,7.5,38.8
5.3,0.07,28.06,8.2,24.9
5.8,0.119,27.97,7.4,37.4
5.0,0.148,27.93,7.7,17.3
5.6,0.021,27.78,6.6,27.0
5.4,0.039,27.57,7.6,21.1
5.1,0.17,27.36,6.7,34.3
5.2,0.107,27.36,8.3,36.7
5.3,0.158,27.33,7.6,28.2
5.9,0.025,27.26,8.3,17.6
5.2,0.127,27.06,7.7,39.7
5.3,0.121,27.7,6.7,20.8
5.4,0.027,27.96,7.6,44.0
5.0,0.087,28.06,7.5,41.8
5.3,0.047,28.14,7.0,44.2
5.0,0.07,28.17,7.0,22.2
5.1,0.043,28.32,7.1,27.9
6.0,0.074,28.35,8.4,43.1
5.0,0.134,28.41,7.5,24.9
5.1,0.136,28.62,6.8,40.3
6.0,0.044,28.75,6.6,34.0
6.0,0.135,28.9,8.4,25.6
5.1,0.092,29.04,8.3,27.1
5.8,0.116,29.12,8.1,31.7
5.0,0.039,29.13,8.0,23.0
5.0,0.037,29.16,7.4,21.3
5.4,0.095,29.36,7.5,33.2
5.7,0.166,29.8,8.5,45.0
5.3,0.139,30.13,6.8,19.5
5.5,0.168,30.37,8.4,40.3
5.8,0.054,30.46,8.1,34.1
5.9,0.051,30.5,8.0,27.1
5.5,0.068,30.7,7.2,22.0
5.6,0.147,30.72,8.3,37.3
6.0,0.056,30.79,6.6,32.4
5.6,0.088,30.92,7.8,32.6
5.7,0.054,31.0,8.4,26.3
5.4,0.07,30.92,8.4,34.9
5.7,0.074,30.84,7.5,29.4
5.2,0.076,30.74,7.8,34.1
5.1,0.067,30.71,7.8,25.7
5.8,0.081,30.58,8.3,39.5
5.5,0.061,30.55,8.3,37.6
5.2,0.026,30.55,7.5,29.4
5.1,0.143,30.41,7.7,22.4
5.9,0.04,30.25,7.1,34.2
5.4,0.124,30.03,6.6,19.6
5.2,0.124,29.82,8.1,31.5
5.4,0.039,29.72,7.5,34.1
5.6,0.166,29.68,7.1,44.5
5.8,0.07,29.64,6.6,42.2
5.7,0.087,29.6,7.9,38.1
5.6,0.019,29.19,7.8,42.2
5.7,0.134,29.18,8.3,26.7
5.9,0.06,29.1,7.5,38.7
5.2,0.101,29.09,7.8,26.0
5.9,0.091,28.94,6.5,41.8
5.1,0.062,28.88,7.0,42.2
5.0,0.113,28.84,7.1,28.8
5.5,0.129,28.78,7.0,32.2
5.0,0.023,28.76,8.4,42.7
5.9,0.129,28.69,8.2,40.6
5.7,0.082,28.69,7.6,41.0
6.0,0.048,28.67,8.1,35.5
5.9,0.16,28.62,7.9,32.0
5.8,0.164,28.57,6.8,39.3
5.3,0.142,28.25,6.9,27.4
5.7,0.022,28.17,8.0,36.2
5.1,0.153,27.87,6.5,44.3
5.2,0.067,27.84,7.8,40.2
5.3,0.094,27.81,8.5,35.3
5.8,0.054,27.76,7.5,18.9
5.4,0.033,27.69,6.8,29.0
5.0,0.153,27.64,6.9,37.0
5.2,0.116,27.64,8.5,30.1
5.1,0.043,27.63,7.4,22.2
6.0,0.134,27.58,8.1,23.9
5.7,0.096,27.35,7.6,38.2
6.0,0.072,27.17,8.5,29.5
5.9,0.155,27.16,6.9,17.3
5.2,0.06,27.13,8.5,37.3
5.8,0.025,27.07,8.3,21.0
5.3,0.022,27.09,7.1,35.4
5.8,0.131,27.12,8.3,26.6
5.6,0.06,27.26,6.9,39.5
5.5,0.113,27.32,7.8,45.1
5.8,0.137,27.37,7.7,17.2
5.8,0.118,27.61,6.5,19.2
5.8,0.072,27.64,8.2,33.7
5.5,0.128,27.83,7.4,23.4
6.0,0.049,27.95,8.5,32.8
6.0,0.045,27.99,8.0,17.3
5.4,0.126,28.19,6.5,40.5
5.2,0.102,28.26,7.8,26.7
5.4,0.035,28.41,8.1,33.7
5.8,0.064,28.48,8.4,42.3
5.1,0.164,28.53,7.4,38.3
5.8,0.052,28.56,8.5,33.4
5.3,0.104,28.85,8.1,34.2
5.2,0.139,28.86,6.7,25.0
6.0,0.104,29.06,7.6,22.1
5.0,0.117,29.5,8.0,40.8
5.8,0.09,29.68,7.5,39.1
5.5,0.09,30.4,7.4,36.8
5.3,0.068,30.46,7.0,17.3
5.5,0.059,30.54,7.2,18.1
5.7,0.138,30.65,6.6,28.5
5.5,0.031,30.91,6.5,19.9
5.7,0.086,30.64,7.9,41.3
6.0,0.1,30.6,7.4,20.3
5.1,0.167,30.45,6.9,38.8
5.2,0.104,30.37,7.7,40.1
5.6,0.115,30.19,8.1,17.6
5.7,0.042,30.17,8.2,17.2
5.8,0.077,30.16,7.9,27.8
5.0,0.131,30.07,7.9,33.2
5.2,0.13,30.04,7.4,31.6
5.4,0.076,30.02,8.2,40.7
5.5,0.073,30.0,7.6,38.8
6.0,0.105,29.94,8.4,32.6
6.0,0.062,29.87,6.9,19.6
5.5,0.129,29.87,8.1,40.4
5.7,0.059,29.76,7.4,18.9
5.5,0.052,29.6,8.0,37.2
5.9,0.101,29.54,6.5,41.6
5.0,0.041,29.52,7.2,30.1
5.9,0.035,29.46,6.6,39.6
5.7,0.084,29.33,7.1,27.3
5.4,0.082,29.22,7.5,40.9
6.0,0.165,29.13,7.5,44.1
5.0,0.149,28.99,6.5,36.1
6.0,0.064,28.86,8.4,23.8
5.8,0.121,28.78,6.8,32.2
5.3,0.094,28.45,6.9,23.6
6.0,0.028,28.39,8.1,25.3
5.5,0.13,28.36,7.6,23.9
5.5,0.086,28.35,8.3,42.3
5.2,0.045,28.26,6.8,29.2
5.1,0.039,28.92,7.6,29.4
5.5,0.154,28.82,6.7,43.4
5.6,0.044,28.59,7.1,26.9
5.6,0.158,28.57,8.0,31.1
5.3,0.161,28.52,7.2,17.3
5.3,0.115,28.47,6.6,20.3
5.2,0.083,28.25,7.4,23.7
5.8,0.033,28.23,6.9,30.0
5.2,0.098,28.18,7.9,33.9
5.9,0.033,27.73,6.7,45.1
5.0,0.098,27.56,8.5,28.6
5.7,0.088,27.52,7.0,23.4
5.1,0.088,27.41,7.8,35.6
5.7,0.099,27.4,6.8,20.7
5.8,0.048,27.39,8.5,41.5
5.7,0.03,27.07,7.9,21.1
5.6,0.06,27.08,6.8,22.8
5.5,0.06,27.16,7.0,39.5
5.5,0.125,27.34,7.6,18.7
6.0,0.134,27.59,7.3,25.2
5.7,0.101,27.66,8.0,31.9
5.7,0.057,28.2,8.1,32.9
5.7,0.12,28.5,8.2,37.8
5.7,0.025,28.56,6.8,17.4
6.0,0.069,28.63,7.3,39.3
5.8,0.087,28.65,7.1,27.4
5.6,0.109,28.72,7.9,36.9
5.9,0.168,28.89,8.3,43.9
5.8,0.159,29.08,7.0,26.0
5.5,0.037,29.22,6.6,27.5
5.3,0.144,29.28,6.7,44.6
5.5,0.065,29.38,7.0,38.8
5.5,0.098,29.93,7.5,34.2
5.5,0.102,30.0,6.8,29.2
5.3,0.029,30.01,7.4,43.8
5.3,0.14,30.22,8.4,33.4
5.1,0.088,30.53,8.5,23.5
5.8,0.139,30.61,7.4,27.7
5.0,0.04,30.86,6.6,37.6
5.9,0.068,30.93,6.8,43.1
5.2,0.065,30.93,7.0,31.4
5.6,0.09,30.98,6.7,30.1
5.6,0.119,31.25,7.2,41.4
5.2,0.144,31.21,6.5,23.7
5.8,0.07,31.19,6.5,33.2
5.4,0.131,31.09,7.4,40.3
5.7,0.137,31.07,8.3,44.7
5.2,0.097,30.99,7.6,27.2
5.1,0.104,30.93,7.3,33.5
5.2,0.054,30.79,6.5,17.8
5.0,0.035,30.75,8.1,45.1
5.2,0.081,30.75,6.8,24.9
5.5,0.038,30.47,6.5,23.3
5.6,0.141,30.46,7.9,35.8
5.5,0.13,30.37,8.4,38.6
5.5,0.077,30.34,7.4,26.4
6.0,0.09,30.32,6.5,33.2
5.1,0.129,30.29,7.4,34.4
5.4,0.104,30.16,7.7,26.2
5.0,0.097,30.03,6.8,42.0
5.6,0.11,29.94,6.5,42.8
5.5,0.062,29.9,7.2,30.0
5.3,0.061,29.89,7.3,19.0
5.9,0.085,29.86,8.5,28.4
6.0,0.12,29.76,7.1,23.2
5.7,0.078,29.52,6.9,32.6
5.0,0.087,29.52,6.5,29.5
5.1,0.156,29.51,8.4,24.2
5.1,0.142,29.29,6.6,25.9
5.6,0.127,29.23,7.6,29.9
5.6,0.06,29.12,7.9,28.6
5.5,0.133,29.06,7.1,39.8
5.4,0.099,28.76,6.6,18.1
5.7,0.096,28.66,6.8,18.5
5.5,0.121,28.46,8.3,42.0
5.9,0.169,28.45,8.4,18.9
5.6,0.152,28.39,6.7,31.2
5.3,0.109,27.92,6.6,34.9
5.8,0.133,27.62,6.7,30.5
5.1,0.111,27.44,8.1,43.7
5.3,0.148,27.36,7.1,29.5
5.1,0.056,27.35,7.6,26.0
5.0,0.032,27.29,6.5,40.6
5.1,0.11,27.28,7.6,20.1
5.5,0.063,27.28,8.1,38.5
5.1,0.093,27.19,6.6,31.0
5.2,0.064,27.05,7.0,31.6
5.3,0.1,27.04,6.7,34.9
5.9,0.051,27.13,8.1,31.5
5.5,0.029,27.14,7.6,39.6
5.8,0.026,27.32,7.0,24.3
5.3,0.046,27.5,7.1,19.1
5.7,0.045,27.99,8.5,37.7
5.3,0.063,28.58,6.6,32.9
5.6,0.159,28.8,8.1,36.9
5.8,0.127,28.98,6.6,34.5
5.3,0.021,29.18,8.0,39.7
5.7,0.132,29.19,7.6,29.9
5.0,0.153,29.39,7.2,39.9
5.0,0.107,29.46,8.0,39.4
5.4,0.044,29.47,7.5,22.5
5.4,0.11,29.48,8.4,43.1
5.3,0.15,29.7,6.9,20.7
5.5,0.051,29.82,8.4,31.4
5.2,0.124,29.84,8.4,27.4
5.2,0.17,29.84,6.8,39.8
6.0,0.032,29.88,8.0,19.0
5.6,0.044,29.91,7.3,43.7
5.3,0.152,30.16,8.2,24.8
5.1,0.085,30.27,8.5,32.5
5.1,0.102,30.49,7.9,42.6
5.4,0.079,30.56,7.4,18.0
5.3,0.119,30.61,8.2,33.5
5.1,0.159,30.73,7.1,39.8
5.7,0.048,31.49,6.5,32.7
5.6,0.043,31.38,6.9,30.3
5.6,0.135,31.33,6.8,40.6
5.2,0.036,31.31,7.7,40.3
5.7,0.085,31.29,8.1,41.8
5.1,0.147,31.26,8.5,32.8
5.2,0.081,31.25,6.9,19.9
5.5,0.151,31.06,7.0,38.8
5.5,0.029,31.01,7.2,44.3
5.5,0.144,30.92,7.0,40.1
6.0,0.044,30.92,6.6,33.9
5.1,0.094,30.47,6.6,19.5
5.9,0.162,30.44,6.9,41.4
5.4,0.089,30.41,7.7,23.8
5.2,0.154,30.38,7.3,36.5
5.9,0.026,30.38,6.5,40.4
5.8,0.071,30.16,8.5,18.9
5.9,0.098,30.03,6.8,31.8
6.0,0.122,29.92,7.6,41.7
5.1,0.068,29.76,7.2,29.7
5.1,0.131,29.67,7.7,29.0
5.3,0.159,29.56,7.3,20.0
5.5,0.117,29.4,8.1,30.3
5.0,0.059,29.32,7.6,20.4
6.0,0.133,29.11,7.9,25.2
5.6,0.032,29.01,7.7,30.6
5.1,0.033,28.96,7.0,26.1
5.3,0.103,28.86,8.1,30.4
5.9,0.17,28.84,7.2,20.5
5.5,0.148,28.84,8.1,37.5
5.1,0.097,28.54,6.8,32.9
5.6,0.075,28.41,6.6,30.8
5.4,0.133,28.21,6.5,39.0
5.0,0.17,28.1,7.0,41.9
5.9,0.034,27.97,8.4,43.5
5.8,0.061,27.88,8.1,20.9
6.0,0.072,27.81,7.2,19.4
5.0,0.133,27.66,7.9,35.9
5.7,0.14,27.5,7.3,38.7
5.7,0.148,27.44,7.5,21.6
5.7,0.131,27.36,7.6,38.5
5.4,0.128,27.32,7.6,22.9
6.0,0.089,27.29,7.2,34.1
5.3,0.026,27.28,7.9,24.3
5.4,0.082,27.16,6.7,36.8
5.4,0.027,27.14,8.3,37.7
5.7,0.08,27.15,7.9,20.8
5.3,0.02,27.35,7.1,20.9
5.1,0.026,27.43,8.4,33.0
5.3,0.056,28.03,7.3,41.7
5.7,0.156,28.24,6.9,40.3
5.1,0.05,28.29,7.9,26.5
6.0,0.135,28.46,7.0,34.3
5.5,0.065,28.85,6.5,44.5
5.0,0.063,28.94,8.5,19.2
5.8,0.03,29.03,8.4,17.6
5.6,0.117,29.11,8.4,22.1
5.2,0.032,29.18,7.5,28.2
5.7,0.042,29.35,8.2,33.1
5.5,0.116,29.44,6.5,33.8
5.2,0.094,29.61,7.5,35.1
5.6,0.159,29.99,7.8,32.1
5.9,0.168,30.19,8.3,36.2
5.8,0.052,30.25,7.9,22.5
5.1,0.102,30.54,8.5,18.2
5.8,0.085,30.65,7.9,39.6
6.0,0.165,30.86,8.1,19.2
5.4,0.058,30.91,6.9,38.3
5.0,0.139,31.28,6.9,34.8
5.2,0.034,31.6,7.3,40.1
5.8,0.14,31.75,7.3,40.5
5.4,0.156,31.88,7.3,35.8
5.8,0.033,31.97,8.1,30.4
5.6,0.169,31.91,7.4,41.8
5.8,0.125,31.87,8.3,30.3
5.1,0.155,31.72,8.4,24.6
5.9,0.128,31.71,8.4,23.9
5.9,0.062,31.7,7.1,41.4
5.0,0.17,31.59,7.6,29.7
5.4,0.123,31.58,8.0,18.9
6.0,0.141,31.45,6.9,34.6
5.5,0.072,31.34,8.2,24.4
5.9,0.139,31.3,7.7,22.2
5.7,0.086,31.17,6.5,41.5
5.3,0.147,31.04,7.3,34.4
5.9,0.161,31.01,8.3,24.0
5.1,0.036,30.97,6.6,30.9
5.9,0.11,30.93,7.0,20.8
5.2,0.107,30.82,7.9,26.2
5.4,0.138,30.77,7.4,20.9
5.8,0.078,30.48,7.4,40.7
5.7,0.148,30.37,7.9,42.6
5.4,0.094,30.14,7.0,34.3
5.7,0.068,29.97,6.8,19.2
5.2,0.038,29.28,7.4,42.1
5.2,0.146,29.16,7.0,28.2
5.1,0.111,29.02,6.9,30.6
5.8,0.142,28.99,6.9,36.0
5.7,0.058,28.93,8.3,36.5
5.4,0.086,28.92,7.9,34.9
5.9,0.112,28.6,8.2,31.0
5.8,0.057,28.57,7.9,19.0
5.5,0.145,28.43,8.0,32.5
5.5,0.09,28.42,7.9,37.3
5.9,0.11,28.34,7.5,31.0
5.4,0.062,28.23,7.2,33.8
5.6,0.08,28.23,7.2,17.8
5.2,0.042,28.17,6.8,19.4
6.0,0.045,28.06,7.9,34.0
5.6,0.125,28.01,7.1,24.7
5.6,0.09,27.89,7.8,18.0
5.1,0.068,27.78,7.8,31.9
5.3,0.112,27.75,8.2,37.3
5.3,0.033,27.66,7.3,42.2
5.9,0.118,27.62,8.1,23.9
5.6,0.131,27.28,7.4,23.8
5.8,0.133,27.19,6.6,18.9
5.1,0.023,27.11,6.7,17.7
5.5,0.098,27.37,7.3,34.9
5.4,0.156,27.45,7.2,18.2
5.8,0.032,28.05,6.8,32.4
5.3,0.128,28.09,8.2,19.1
5.0,0.08,28.16,8.0,43.3
5.8,0.136,28.68,6.5,19.1
5.6,0.087,28.94,7.7,29.2
5.8,0.096,28.95,6.6,42.1
5.5,0.096,28.98,7.7,38.5
5.3,0.105,29.04,6.5,33.9
5.0,0.09,29.23,8.0,22.1
6.0,0.06,29.28,8.5,28.3
5.4,0.133,29.43,7.4,20.0
5.1,0.094,29.49,8.3,28.3
